Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Language,Added date
"Invasion of Theros // Ephara, Ever-Sheltering",MOM,March of the Machine,23,normal,rare,1,81062,433e9f1c-9d6c-4c7e-89d0-79595b4331f2,en,05.09.2025
"Tetsuko Umezawa, Fugitive",MUL,Multiverse Legends,12,normal,uncommon,1,81645,469beb59-1e57-474e-9dcf-9c13957cbfdd,en,05.09.2025
Wind-Scarred Crag,MOM,March of the Machine,276,normal,common,1,80456,7f2642cd-e3cc-4aab-8c00-4987284509b3,en,05.09.2025
Expedition Lookout,MOM,March of the Machine,56,normal,common,1,81393,7e14dfd2-5805-46ef-bd19-dab7ac23fbce,en,05.09.2025
Zhalfirin Shapecraft,MOM,March of the Machine,87,normal,common,1,81463,e446a380-0316-46f7-8ac9-22bce773b35f,en,05.09.2025
Surge of Salvation,MOM,March of the Machine,41,normal,uncommon,1,81059,41d25ee5-0348-4206-bb6a-ccb0a599ac87,en,05.09.2025
Tandem Takedown,MOM,March of the Machine,208,normal,uncommon,1,81003,0eb51be0-6a2e-464a-86d1-aa36179c8c18,en,05.09.2025
Ravenous Sailback,MOM,March of the Machine,202,normal,uncommon,1,81179,a225cb30-9f3e-4cfa-bdd6-a7c73c95ea2b,en,05.09.2025
Order of the Mirror // Order of the Alabaster Host,MOM,March of the Machine,72,normal,common,1,81307,103295ed-5ddc-4528-8848-4fd2cfec4b88,en,05.09.2025
Invasion of Eldraine // Prickle Faeries,MOM,March of the Machine,113,normal,uncommon,1,81153,92f5b177-b0c6-4573-b860-f75dad1941bd,en,05.09.2025
Xerex Strobe-Knight,MOM,March of the Machine,85,normal,uncommon,1,81251,e38a32bc-133d-43d1-a6e3-80d39fe53d32,en,05.09.2025
"Keruga, the Macrosage",MUL,Multiverse Legends,48,normal,rare,1,81397,814cd870-a4da-4987-a69b-5ba6cee136c1,en,05.09.2025
Complete the Circuit,MOM,March of the Machine,52,normal,rare,1,81229,cdf5de96-9418-48f1-a18e-01a0108c4f97,en,05.09.2025
Furtive Analyst,MOM,March of the Machine,59,normal,common,1,81416,98c55aff-baed-4fb5-a490-abd59b8df5e7,en,05.09.2025
Burning Sun's Fury,MOM,March of the Machine,133,normal,common,1,81317,2731e181-f59c-446c-bb86-8f93bfbb10e9,en,05.09.2025
Meeting of Minds,MOM,March of the Machine,66,normal,common,1,81355,508b8650-c283-4e54-abdc-32ec2fb1ee34,en,05.09.2025
Shatter the Source,MOM,March of the Machine,164,normal,common,1,81295,032720a1-410b-4638-9294-35fd8e27375f,en,05.09.2025
Fearless Skald,MOM,March of the Machine,138,normal,uncommon,1,81074,4e317d1d-3f20-4f0d-8b1e-31df351e8f83,en,05.09.2025
Thunderhead Squadron,MOM,March of the Machine,81,normal,common,1,81406,8eaa0946-591f-4136-9d8a-e56934151383,en,05.09.2025
Mirror-Shield Hoplite,MOM,March of the Machine,247,normal,uncommon,1,81069,49a5e7de-43cc-488b-99a4-7d173b42d5dc,en,05.09.2025
"Jegantha, the Wellspring",MUL,Multiverse Legends,44,normal,rare,1,81078,51b8d3a9-2b2b-4b14-8886-459cd83ae4e6,en,05.09.2025
Voldaren Thrillseeker,MOM,March of the Machine,171,normal,rare,1,81021,1dbcd466-fb99-4388-a118-4534b85544f0,en,05.09.2025
Ichor Shade,MOM,March of the Machine,112,normal,common,1,81306,0fd86fbf-eac2-456b-b4bb-437ff9be9b58,en,05.09.2025
Swamp,UST,Unstable,214,normal,common,1,3029,f108b0fb-420a-422d-ae85-9a99c0f73169,en,05.09.2025
Skyclave Aerialist // Skyclave Invader,MOM,March of the Machine,78,normal,uncommon,1,81228,cd1c8e1a-bd38-47a2-a55a-682ebaede960,en,05.09.2025
Elemental,TMOM,March of the Machine Tokens,9,normal,common,1,81573,28a7a9b0-d823-4b34-829f-ade81fc141e0,en,05.09.2025
Dinosaur,TMOM,March of the Machine Tokens,7,normal,common,1,82077,50b6ea55-c976-40e7-aa09-5ba77688bfe9,en,05.09.2025
Incubator // Phyrexian,TMOM,March of the Machine Tokens,16,normal,common,1,81227,cca1decc-90fd-4df8-997e-52f8789032f8,en,05.09.2025
Bonded Herdbeast // Plated Kilnbeast,MOM,March of the Machine,178,normal,common,2,81371,61972ddb-3421-4f22-a47a-89cea944dd02,en,05.09.2025
